7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,-1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-1,2,2,2,2,2,2,6,6,6,6,6,-1,-1,6,6,6,6,5,5,5,5,5,5
1,1,1,1,1,1,1080,1,1,1,1,1080,2,2,2,2,-1,2,2,2,2,2,2,2,6,6,6,6,6,-1,-1,6,6,6,5,5,5,5,5,5
1,1,1,1,1,1,1080,1,1,1,1,1080,2,2,2,2,-1,2,2,2,2,2,2,2,2,6,6,6,6,6,-1,6,6,6,6,5,5,5,5,5
1,1,1,1,1,1,1080,1,1,1,1,1080,2,2,2,2,-1,2,2,2,2,2,2,2,2,6,6,6,6,6,-1,-1,6,6,6,6,5,5,5,5
1,1,1,1,1,1,1080,1,1,1,1,1080,2,2,2,2,-1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,-1,-1,6,6,6,4,4,4,4
1,1,1,1,1,1,1080,1,1,1,1,1080,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,-1,-1,6,6,4,4,4,4
1,1,1,1,1,1,1080,1,1,1,1,1080,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,-1,6,6,4,4,4,4
1,1,1,1,1,1,1080,1,1,1,1,1080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,6,6,6,6,6,6,-1,-1,6,4,4,4,4
1,1,1,1,1,1,1080,1,1,1,1,1080,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,6,6,6,6,6,6,-1,-1,4,4,4,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,2,-1,2,2,2,2,2,6,6,6,6,6,6,6,-1,4,4,-1,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,2,-1,2,2,2,2,2,6,6,6,6,6,6,6,-1,4,4,-1,4
1112,1112,1112,1112,1112,1112,1144,1112,1112,1112,1112,1144,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,2,6,6,6,6,6,6,6,-1,4,4,-1,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,6,6,6,6,-1,4,4,-1,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,3,6,6,6,-1,4,4,-1,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,4,4,4,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,-1,-1,-1,3,3,4,4,4,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,-1,3,3,3,3,4,4,4,4
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,-1,3,3,3,3,4,4,4,4
1112,1112,1112,1112,1112,1112,1144,1112,1112,1112,1112,1144,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,3,3,4,4,4,3
664,664,664,664,664,664,1080,664,664,664,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3
315,315,315,315,315,315,1080,315,315,315,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3
616,616,616,616,616,315,1080,315,315,315,664,1080,664,664,664,664,664,664,664,664,664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,-1
616,616,616,616,616,315,1080,315,315,315,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,-1
616,616,616,616,616,315,1080,315,315,315,664,1080,664,664,664,664,664,664,664,664,664,3,-1,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
